aphia_id,species,sex,spatial_scale,ices_stock,ices_area,time_period,sample_size,l25_cm,l25_se_cm,l25_ci_lower_cm,l25_ci_upper_cm,l50_cm,l50_se_cm,l50_ci_lower_cm,l50_ci_upper_cm,l75_cm,l75_se_cm,l75_ci_lower_cm,l75_ci_upper_cm,model_auc,model_tjur_r2
127146,Lepidorhombus whiffiagonis,Combined,Stock,Lepidorhombus_whiffiagonis_meg.27.7b-k8abd,NA,NA,1077,18.42,0.35,17.84,19.11,20.65,0.37,19.94,21.33,22.89,0.47,21.94,23.69,0.99,0.8
126461,Molva molva,Combined,Stock,Molva_molva_lin.27.346-91214,NA,NA,78,48.24,3.94,39.63,54.5,58.15,3.11,51.73,63.31,68.05,3.47,61.73,74.43,0.92,0.53
126975,Dicentrarchus labrax,Combined,Stock,Dicentrarchus_labrax_bss.27.4bc7ad-h,NA,NA,3355,24.21,0.56,22.97,25.32,28.1,0.38,27.22,28.8,31.99,0.27,31.45,32.54,0.9,0.3
105814,Scyliorhinus canicula,Combined,Stock,Scyliorhinus_canicula_syc.27.8abd,NA,NA,239,48.29,0.65,47.05,49.35,50.3,0.61,49.07,51.47,52.3,0.68,50.79,53.42,0.98,0.8
105814,Scyliorhinus canicula,Combined,Stock,Scyliorhinus_canicula_syc.27.67a-ce-j,NA,NA,1128,48.81,0.4,47.97,49.43,51,0.33,50.35,51.51,53.2,0.35,52.52,53.8,0.99,0.83
126555,Lophius piscatorius,Combined,Stock,Lophius_piscatorius_mon.27.8c9a,NA,NA,2369,47.13,0.55,46,47.97,54.66,0.76,53.08,55.85,62.19,1.07,59.97,64,0.97,0.61
126438,Merlangius merlangus,Combined,Stock,Merlangius_merlangus_whg.27.47d,NA,NA,122567,15.38,0.05,15.26,15.45,19.5,0.03,19.43,19.55,23.61,0.03,23.55,23.69,0.88,0.43
127143,Pleuronectes platessa,Combined,Stock,Pleuronectes_platessa_ple.27.7d,NA,NA,6944,13.2,0.32,12.58,13.82,17.39,0.21,17,17.8,21.57,0.16,21.31,21.88,0.85,0.23
127143,Pleuronectes platessa,Combined,Stock,Pleuronectes_platessa_ple.27.7e,NA,NA,161,19.15,1.41,16.06,21.49,22.51,0.99,20.61,24.03,25.88,0.83,24.13,27.14,0.9,0.43
126822,Trachurus trachurus,Combined,Stock,Trachurus_trachurus_hom.27.4bc7d,NA,NA,616,12.35,1.27,9.48,14.38,14.89,0.88,12.89,16.35,17.44,0.58,16.15,18.46,0.88,0.38
105820,Galeorhinus galeus,Combined,Stock,Galeorhinus_galeus_gag.27.nea,NA,NA,53,86.63,3.35,82.25,94.82,91.61,2.62,86.56,95.95,96.58,2.96,90.84,101.88,0.97,0.75
105814,Scyliorhinus canicula,Combined,Stock,Scyliorhinus_canicula_syc.27.3a47d,NA,NA,312,30.46,10.58,-0.25,39.73,52.36,3.9,39.58,56.24,74.26,5.24,67.54,87.44,0.6,0.05
105891,Raja undulata,Combined,Stock,Raja_undulata_rju.27.7de,NA,NA,239,64.81,1.39,61.9,66.88,68.99,0.93,66.95,70.25,73.17,1.04,70.76,74.88,0.97,0.76
105815,Scyliorhinus stellaris,Combined,Stock,Scyliorhinus_stellaris_syt.27.67,NA,NA,220,72.31,2.69,68.05,77.95,83.46,1.91,80.32,87.38,94.6,2.71,89.75,99.4,0.92,0.61
105883,Raja clavata,Combined,Stock,Raja_clavata_rjc.27.7e,NA,NA,102,58.74,1.34,56.31,61.41,61.75,1.03,59.71,63.68,64.76,1.24,62.35,66.97,0.96,0.62
105923,Squalus acanthias,Combined,Stock,Squalus_acanthias_dgs.27.nea,NA,NA,78,55.35,1.77,52.19,59.34,62.32,2.4,58.36,66.75,69.3,4.42,61.46,75.37,0.92,0.61
126438,Merlangius merlangus,Combined,Stock,Merlangius_merlangus_whg.27.7a,NA,NA,39290,17.39,0.08,17.24,17.51,24.5,0.08,24.35,24.68,31.61,0.14,31.34,31.95,0.77,0.2
126436,Gadus morhua,Combined,Stock,Gadus_morhua_cod.27.7a,NA,NA,4446,29.2,0.29,28.7,29.72,34.69,0.25,34.27,35.22,40.18,0.31,39.57,40.8,0.94,0.65
126437,Melanogrammus aeglefinus,Combined,Stock,Melanogrammus_aeglefinus_had.27.7a,NA,NA,15917,18.62,0.1,18.46,18.83,21.63,0.07,21.5,21.77,24.63,0.09,24.47,24.8,0.95,0.6
127143,Pleuronectes platessa,Combined,Stock,Pleuronectes_platessa_ple.27.7a,NA,NA,4277,16.23,0.22,15.77,16.6,19.73,0.14,19.49,19.97,23.22,0.15,22.95,23.48,0.88,0.4
126425,Sprattus sprattus,Combined,Stock,Sprattus_sprattus_spr.27.3a4,NA,NA,49150,7.32,0.03,7.26,7.37,9.1,0.02,9.06,9.13,10.88,0.02,10.84,10.92,0.8,0.26
126417,Clupea harengus,Combined,Stock,Clupea_harengus_her.27.1-24a514a,NA,NA,52790,21.22,0.03,21.15,21.28,22.54,0.02,22.5,22.58,23.87,0.02,23.83,23.91,0.96,0.64
126417,Clupea harengus,Combined,Stock,Clupea_harengus_her.27.3a47d,NA,NA,75285,19.97,0.03,19.93,20.04,21.85,0.02,21.83,21.89,23.74,0.02,23.69,23.79,0.94,0.61
126822,Trachurus trachurus,Combined,Stock,Trachurus_trachurus_hom.27.2a3a4a5b6a7a-ce-k8,NA,NA,3790,17.77,0.17,17.46,18.14,20.33,0.13,20.05,20.52,22.9,0.15,22.62,23.15,0.95,0.59
126425,Sprattus sprattus,Combined,Stock,Sprattus_sprattus_spr.27.7de,NA,NA,960,5.76,2.15,3.44,6.66,6.72,1.73,4.83,7.37,7.68,1.32,6.28,8.12,0.9,0.2
126986,Mullus surmuletus,Combined,Stock,Mullus_surmuletus_mur.27.3a47d,NA,NA,558,12.29,0.24,11.78,12.76,14,0.17,13.61,14.3,15.7,0.22,15.22,16.07,0.85,0.36
126555,Lophius piscatorius,Combined,Stock,Lophius_piscatorius_anf.27.3a46,NA,NA,246,33.34,1.59,30.28,36.05,40.28,1.09,38.41,42.07,47.23,1.33,45.02,49.63,0.92,0.54
150637,Eutrigla gurnardus,Combined,Stock,Eutrigla_gurnardus_gug.27.3a47d,NA,NA,5451,12.62,0.28,12.08,13.1,15.29,0.17,14.97,15.6,17.97,0.12,17.73,18.16,0.89,0.34
127160,Solea solea,Combined,Stock,Solea_solea_sol.27.7d,NA,NA,80,16.25,0.94,14.28,17.92,18.59,0.7,17.2,19.9,20.93,0.85,19.54,22.52,0.88,0.42
105865,Amblyraja radiata,Combined,Stock,Amblyraja_radiata_rjr.27.23a4,NA,NA,333,31.67,0.97,29.94,33.61,35.27,0.61,34.05,36.47,38.86,0.54,37.89,39.76,0.89,0.47
126439,Micromesistius poutassou,Combined,Stock,Micromesistius_poutassou_whb.27.1-91214,NA,NA,10281,18.13,0.06,18.02,18.23,20.25,0.05,20.16,20.34,22.37,0.07,22.23,22.5,0.88,0.44
126822,Trachurus trachurus,Combined,Stock,Trachurus_trachurus_hom.27.9a,NA,NA,10718,17.91,0.07,17.77,18.04,19.57,0.05,19.47,19.66,21.22,0.05,21.11,21.31,0.95,0.64
126438,Merlangius merlangus,Combined,Stock,Merlangius_merlangus_whg.27.6a,NA,NA,26680,17.19,0.07,17.06,17.32,19.41,0.05,19.3,19.51,21.63,0.05,21.52,21.72,0.95,0.6
126444,Trisopterus esmarkii,Combined,Stock,Trisopterus_esmarkii_nop.27.6a,NA,NA,9853,10.01,0.08,9.85,10.13,11.81,0.05,11.7,11.89,13.61,0.05,13.52,13.72,0.85,0.32
127145,Lepidorhombus boscii,Combined,Stock,Lepidorhombus_boscii_ldb.27.8c9a,NA,NA,7936,17.52,0.07,17.37,17.64,19.46,0.06,19.35,19.58,21.4,0.11,21.19,21.61,0.95,0.68
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.24-32,NA,NA,72597,11.59,0.17,11.27,11.94,18.17,0.1,17.98,18.37,24.75,0.06,24.65,24.86,0.81,0.22
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.24-32,NA,NA,73509,15.14,0.13,14.89,15.42,22.81,0.08,22.66,22.99,30.48,0.08,30.37,30.66,0.84,0.29
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.22-24,NA,NA,12281,18.19,0.32,17.56,18.81,28.35,0.22,28.04,28.74,38.51,0.36,37.97,39.35,0.86,0.37
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.22-24,NA,NA,16290,16.17,0.3,15.65,16.84,24.43,0.15,24.1,24.67,32.68,0.22,32.22,33.07,0.86,0.36
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.46a7d20,NA,NA,28056,36.49,0.18,36.14,36.79,47.19,0.16,46.89,47.45,57.88,0.21,57.56,58.27,0.87,0.4
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.46a7d20,NA,NA,28911,39.88,0.16,39.55,40.14,51.45,0.17,51.14,51.74,63.01,0.24,62.6,63.47,0.88,0.43
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.21,NA,NA,8433,20.52,0.29,19.94,21.11,30.13,0.27,29.65,30.65,39.75,0.42,38.83,40.52,0.85,0.33
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.21,NA,NA,7347,28.51,0.3,27.88,28.96,38.89,0.37,38.11,39.52,49.27,0.54,48.18,50.28,0.87,0.39
127141,Platichthys flesus,M,Stock,Platichthys_flesus_bzq.27.2425,NA,NA,10989,12.26,0.28,11.74,12.83,14.02,0.19,13.65,14.42,15.78,0.12,15.56,16.03,0.92,0.32
127141,Platichthys flesus,F,Stock,Platichthys_flesus_bzq.27.2425,NA,NA,16909,11.16,0.26,10.67,11.66,13.75,0.19,13.45,14.15,16.33,0.15,16.09,16.64,0.95,0.28
126417,Clupea harengus,F,Stock,Clupea_harengus_her.27.20-24,NA,NA,28860,21.49,0.04,21.42,21.56,23.62,0.04,23.55,23.69,25.74,0.05,25.63,25.85,0.91,0.48
126417,Clupea harengus,M,Stock,Clupea_harengus_her.27.20-24,NA,NA,20561,20.99,0.05,20.92,21.08,23.24,0.04,23.15,23.31,25.48,0.06,25.36,25.58,0.89,0.44
127141,Platichthys flesus,F,Stock,Platichthys_flesus_bwp.27.2729-32,NA,NA,1277,15.98,0.33,15.49,16.67,17.38,0.23,17.02,17.87,18.78,0.19,18.52,19.17,0.97,0.52
127141,Platichthys flesus,M,Stock,Platichthys_flesus_bwp.27.2729-32,NA,NA,1381,12.07,0.94,10.04,13.4,13.72,0.69,12.15,14.68,15.37,0.46,14.27,15.96,0.9,0.2
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.21-32,NA,NA,44614,10.86,0.15,10.6,11.19,15.67,0.1,15.5,15.88,20.49,0.07,20.37,20.63,0.84,0.26
126417,Clupea harengus,F,Stock,Clupea_harengus_her.27.25-2932,NA,NA,25597,6.81,0.25,6.29,7.29,10.32,0.17,9.97,10.65,13.83,0.1,13.62,14.05,0.8,0.13
126417,Clupea harengus,M,Stock,Clupea_harengus_her.27.25-2932,NA,NA,21790,5.81,0.3,5.29,6.34,9.57,0.2,9.18,9.92,13.32,0.12,13.09,13.54,0.79,0.12
127141,Platichthys flesus,M,Stock,Platichthys_flesus_fle.27.2223,NA,NA,3284,13.46,0.44,12.7,14.33,14.61,0.35,13.95,15.27,15.77,0.28,15.16,16.29,1,0.59
127141,Platichthys flesus,F,Stock,Platichthys_flesus_fle.27.2223,NA,NA,2606,11.64,0.96,9.62,13.1,13.86,0.7,12.42,14.95,16.07,0.51,15.03,16.95,0.96,0.35
127160,Solea solea,M,Stock,Solea_solea_sol.27.20-24,NA,NA,546,11.63,1.4,8.36,13.66,16.31,0.74,14.55,17.38,20.99,0.44,20.06,21.72,0.73,0.15
127160,Solea solea,F,Stock,Solea_solea_sol.27.20-24,NA,NA,493,17,0.83,15.06,18.25,19.85,0.56,18.75,20.65,22.7,0.46,21.78,23.44,0.9,0.44
127139,Limanda limanda,F,Stock,Limanda_limanda_dab.27.22-32,NA,NA,9353,11.42,0.13,11.16,11.71,13.22,0.1,13.01,13.45,15.02,0.1,14.82,15.23,0.97,0.57
127139,Limanda limanda,M,Stock,Limanda_limanda_dab.27.22-32,NA,NA,6043,9.8,0.13,9.55,10.07,11.19,0.1,11.02,11.38,12.59,0.09,12.42,12.77,0.96,0.5
127150,Scophthalmus rhombus,F,Stock,Scophthalmus_rhombus_bll.27.22-32,NA,NA,289,16.38,0.81,14.57,17.65,18.89,0.58,17.49,19.94,21.4,0.64,20.27,22.54,0.94,0.49
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.420,NA,NA,43399,18.63,0.06,18.52,18.75,22.99,0.05,22.89,23.08,27.35,0.06,27.23,27.46,0.87,0.43
127143,Pleuronectes platessa,M,Stock,Pleuronectes_platessa_ple.27.420,NA,NA,30807,14.35,0.09,14.19,14.52,19.12,0.06,19.01,19.25,23.89,0.08,23.72,24.07,0.81,0.31
127139,Limanda limanda,M,Stock,Limanda_limanda_dab.27.3a4,NA,NA,3374,10.95,0.17,10.66,11.33,13.34,0.11,13.17,13.58,15.73,0.11,15.55,15.98,0.84,0.31
127139,Limanda limanda,F,Stock,Limanda_limanda_dab.27.3a4,NA,NA,6477,11.46,0.2,11.07,11.83,14.19,0.13,13.95,14.42,16.91,0.1,16.72,17.09,0.88,0.38
127141,Platichthys flesus,M,Stock,Platichthys_flesus_fle.27.3a4,NA,NA,370,12.01,1.52,9.14,14.5,14.83,1.02,12.84,16.44,17.64,0.65,16.17,18.59,0.84,0.31
127141,Platichthys flesus,F,Stock,Platichthys_flesus_fle.27.3a4,NA,NA,239,14.92,1.27,12.49,17.23,17.02,0.95,14.99,18.77,19.12,0.75,17.18,20.3,0.98,0.55
127150,Scophthalmus rhombus,F,Stock,Scophthalmus_rhombus_bll.27.3a47de,NA,NA,973,19.13,0.56,18.13,20.23,22.82,0.4,22.17,23.69,26.51,0.36,25.8,27.34,0.93,0.51
127150,Scophthalmus rhombus,M,Stock,Scophthalmus_rhombus_bll.27.3a47de,NA,NA,806,15.36,0.63,14.14,16.65,19.87,0.4,19.34,20.62,24.39,0.45,23.72,25.42,0.84,0.4
126438,Merlangius merlangus,F,Stock,Merlangius_merlangus_whg.27.3a,NA,NA,8008,19.61,0.11,19.43,19.85,23.61,0.1,23.41,23.8,27.61,0.15,27.32,27.88,0.88,0.43
126438,Merlangius merlangus,M,Stock,Merlangius_merlangus_whg.27.3a,NA,NA,6145,16.74,0.18,16.41,17.02,21.72,0.13,21.5,21.95,26.7,0.21,26.28,27.07,0.79,0.24
127136,Glyptocephalus cynoglossus,F,Stock,Glyptocephalus_cynoglossus_wit.27.3a47d,NA,NA,2658,24.42,0.49,23.52,25.44,32.53,0.33,31.96,33.19,40.65,0.58,39.52,41.73,0.73,0.17
126441,Pollachius virens,M,Stock,Pollachius_virens_pok.27.3a46,NA,NA,9418,41.22,0.27,40.63,41.66,48.84,0.19,48.44,49.2,56.45,0.24,55.96,56.89,0.84,0.36
126484,Merluccius merluccius,F,Stock,Merluccius_merluccius_hke.27.3a46-8abd,NA,NA,6127,37.81,0.39,36.91,38.55,48.92,0.4,47.98,49.7,60.02,0.54,58.95,61.11,0.88,0.44
126484,Merluccius merluccius,M,Stock,Merluccius_merluccius_hke.27.3a46-8abd,NA,NA,5660,29.54,0.16,29.16,29.82,34.47,0.17,34.18,34.81,39.4,0.3,38.81,40.02,0.93,0.55
126441,Pollachius virens,F,Stock,Pollachius_virens_pok.27.3a46,NA,NA,8401,42.94,0.26,42.35,43.35,49.96,0.19,49.56,50.31,56.99,0.26,56.39,57.48,0.86,0.39
126437,Melanogrammus aeglefinus,F,Stock,Melanogrammus_aeglefinus_had.27.46a20,NA,NA,68424,21.79,0.04,21.7,21.87,24.81,0.04,24.73,24.88,27.83,0.05,27.74,27.92,0.94,0.61
126437,Melanogrammus aeglefinus,M,Stock,Melanogrammus_aeglefinus_had.27.46a20,NA,NA,57084,18.47,0.06,18.39,18.6,21.47,0.04,21.41,21.55,24.47,0.04,24.39,24.55,0.93,0.56
127136,Glyptocephalus cynoglossus,M,Stock,Glyptocephalus_cynoglossus_wit.27.3a47d,NA,NA,1925,18.35,0.49,17.25,19.14,25.62,0.32,25.04,26.19,32.88,0.55,31.85,34,0.73,0.16
127023,Scomber scombrus,F,Stock,Scomber_scombrus_mac.27.nea,NA,NA,16544,24.39,0.06,24.26,24.48,26.51,0.05,26.4,26.59,28.63,0.06,28.5,28.74,0.93,0.58
127023,Scomber scombrus,M,Stock,Scomber_scombrus_mac.27.nea,NA,NA,16662,25.09,0.06,24.98,25.2,27.22,0.05,27.13,27.31,29.35,0.05,29.25,29.45,0.93,0.59
126444,Trisopterus esmarkii,F,Stock,Trisopterus_esmarkii_nop.27.3a4,NA,NA,19729,11.19,0.06,11.07,11.3,13.72,0.04,13.63,13.79,16.24,0.05,16.13,16.32,0.82,0.31
126444,Trisopterus esmarkii,M,Stock,Trisopterus_esmarkii_nop.27.3a4,NA,NA,12993,8.63,0.12,8.4,8.88,11.77,0.06,11.66,11.9,14.91,0.07,14.78,15.06,0.74,0.17
127160,Solea solea,M,Stock,Solea_solea_sol.27.8ab,NA,NA,4575,16.21,0.23,15.7,16.67,19.58,0.14,19.27,19.87,22.95,0.13,22.73,23.19,0.84,0.34
127160,Solea solea,F,Stock,Solea_solea_sol.27.8ab,NA,NA,5915,22.15,0.1,21.96,22.35,24.4,0.08,24.23,24.52,26.65,0.1,26.44,26.82,0.94,0.61
126986,Mullus surmuletus,F,Stock,Mullus_surmuletus_mur.27.67a-ce-k89a,NA,NA,839,12.58,0.57,11.05,13.57,17.18,0.32,16.61,17.71,21.78,0.65,20.62,23,0.79,0.23
126986,Mullus surmuletus,M,Stock,Mullus_surmuletus_mur.27.67a-ce-k89a,NA,NA,545,13.96,0.29,13.39,14.47,16.48,0.25,16.05,17.02,19,0.44,18.32,19.91,0.86,0.38
126975,Dicentrarchus labrax,F,Stock,Dicentrarchus_labrax_bss.27.8ab,NA,NA,249,30.99,1.39,28.14,33.34,34,0.83,32.52,35.46,37.01,0.69,35.69,38.13,0.91,0.38
126975,Dicentrarchus labrax,M,Stock,Dicentrarchus_labrax_bss.27.8ab,NA,NA,259,30.33,1.36,27.08,32.32,32.98,0.87,30.82,34.13,35.63,0.6,34.29,36.67,0.91,0.34
126555,Lophius piscatorius,M,Stock,Lophius_piscatorius_mon.27.78abd,NA,NA,537,35.03,0.85,33.64,36.74,39.63,0.72,38.17,40.86,44.24,0.77,42.68,45.45,0.98,0.77
126555,Lophius piscatorius,F,Stock,Lophius_piscatorius_mon.27.78abd,NA,NA,521,32.29,1.44,29.1,34.67,45.62,1.49,42.5,48.67,58.94,2.18,54.89,63.85,0.87,0.4
126438,Merlangius merlangus,F,Stock,Merlangius_merlangus_whg.27.89a,NA,NA,461,20,0.69,18.61,21.19,25.32,0.58,24.32,26.5,30.65,0.92,29.1,32.59,0.86,0.39
126438,Merlangius merlangus,M,Stock,Merlangius_merlangus_whg.27.89a,NA,NA,434,16.04,0.77,14.39,17.13,20.76,0.5,19.51,21.45,25.49,0.76,23.96,26.83,0.83,0.31
127149,Scophthalmus maximus,F,Stock,Scophthalmus_maximus_tur.27.4,NA,NA,988,19.69,0.39,18.93,20.35,23.22,0.3,22.67,23.69,26.75,0.38,25.83,27.45,0.93,0.51
127149,Scophthalmus maximus,M,Stock,Scophthalmus_maximus_tur.27.4,NA,NA,1128,16.27,0.54,15.09,17.28,18.47,0.32,17.73,19.1,20.68,0.26,20.22,21.16,0.92,0.39
127160,Solea solea,M,Stock,Solea_solea_sol.27.4,NA,NA,3484,13.04,0.22,12.6,13.49,15.74,0.14,15.48,15.99,18.43,0.12,18.22,18.69,0.86,0.39
127160,Solea solea,F,Stock,Solea_solea_sol.27.4,NA,NA,4691,15.61,0.26,15.1,15.99,18.33,0.19,17.98,18.63,21.05,0.14,20.79,21.29,0.93,0.49
127259,Chelidonichthys cuculus,F,Stock,Chelidonichthys_cuculus_gur.27.3-8,NA,NA,1600,16.04,0.56,15.21,17.24,20.53,0.37,19.96,21.35,25.02,0.31,24.53,25.7,0.84,0.33
127259,Chelidonichthys cuculus,M,Stock,Chelidonichthys_cuculus_gur.27.3-8,NA,NA,760,18.61,0.47,17.69,19.41,22.8,0.32,22.2,23.3,26.99,0.48,26.16,27.88,0.8,0.27
126438,Merlangius merlangus,M,Stock,Merlangius_merlangus_whg.27.7b-ce-k,NA,NA,2119,13.79,0.55,12.89,14.8,20.08,0.29,19.48,20.59,26.37,0.37,25.7,26.95,0.79,0.26
126438,Merlangius merlangus,F,Stock,Merlangius_merlangus_whg.27.7b-ce-k,NA,NA,3105,18.65,0.36,18.03,19.26,23.65,0.25,23.24,24.08,28.65,0.3,28.16,29.29,0.87,0.43
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.7e-k,NA,NA,99,29.27,6.78,12.68,38.03,47.04,4.38,37.16,53.98,64.81,4.37,56.87,71.98,0.8,0.24
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.7e-k,NA,NA,65,29.75,5.85,15.52,37.94,39.95,3.48,33.18,44.61,50.16,3.64,43.73,57.28,0.82,0.25
126437,Melanogrammus aeglefinus,M,Stock,Melanogrammus_aeglefinus_had.27.7b-k,NA,NA,1788,17.97,0.43,17.15,19.03,21.76,0.22,21.44,22.23,25.55,0.34,24.88,26.15,0.92,0.5
126437,Melanogrammus aeglefinus,F,Stock,Melanogrammus_aeglefinus_had.27.7b-k,NA,NA,2407,16.92,0.8,15.37,18.27,24.21,0.42,23.42,25.02,31.5,0.54,30.47,32.64,0.88,0.4
126421,Sardina pilchardus,M,Stock,Sardina_pilchardus_pil.27.8abd,NA,NA,41,13.69,0.5,12.95,14.75,14.95,0.53,14,15.94,16.21,0.72,14.95,17.54,0.9,0.54
126421,Sardina pilchardus,F,Stock,Sardina_pilchardus_pil.27.8abd,NA,NA,59,14.23,0.47,13.51,15.36,15.4,0.43,14.7,16.3,16.56,0.49,15.56,17.37,0.91,0.6
126484,Merluccius merluccius,F,Stock,Merluccius_merluccius_hke.27.8c9a,NA,NA,29330,37.61,0.1,37.38,37.79,42.89,0.12,42.69,43.12,48.16,0.16,47.85,48.47,0.91,0.42
126484,Merluccius merluccius,M,Stock,Merluccius_merluccius_hke.27.8c9a,NA,NA,29387,21.36,0.07,21.23,21.52,25.41,0.06,25.31,25.51,29.46,0.08,29.32,29.62,0.84,0.34
127146,Lepidorhombus whiffiagonis,F,Stock,Lepidorhombus_whiffiagonis_meg.27.7b-k8abd,NA,NA,849,18.85,0.54,18.06,20.09,21.25,0.45,20.4,22.33,23.66,0.46,22.74,24.64,0.99,0.78
127146,Lepidorhombus whiffiagonis,M,Stock,Lepidorhombus_whiffiagonis_meg.27.7b-k8abd,NA,NA,226,17.71,0.27,17.1,18.2,18.69,0.25,18.29,19.21,19.67,0.38,19.11,20.33,0.98,0.79
126975,Dicentrarchus labrax,M,Stock,Dicentrarchus_labrax_bss.27.4bc7ad-h,NA,NA,1701,21.71,1.12,19.07,23.38,26.67,0.75,24.91,27.84,31.63,0.47,30.81,32.47,0.85,0.23
126975,Dicentrarchus labrax,F,Stock,Dicentrarchus_labrax_bss.27.4bc7ad-h,NA,NA,1654,26.97,0.47,25.96,27.71,29.6,0.36,28.84,30.25,32.24,0.31,31.59,32.81,0.95,0.42
126555,Lophius piscatorius,F,Stock,Lophius_piscatorius_mon.27.8c9a,NA,NA,888,57.83,1.15,55.78,60.19,66.67,1.55,63.42,69.32,75.51,2.14,71.12,79.28,0.97,0.62
126438,Merlangius merlangus,M,Stock,Merlangius_merlangus_whg.27.47d,NA,NA,53954,13.95,0.07,13.82,14.08,18.32,0.04,18.24,18.41,22.68,0.05,22.59,22.8,0.84,0.34
126438,Merlangius merlangus,F,Stock,Merlangius_merlangus_whg.27.47d,NA,NA,66567,16.85,0.07,16.7,16.97,20.68,0.05,20.58,20.75,24.51,0.05,24.42,24.62,0.9,0.48
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.7d,NA,NA,4605,15.81,0.33,15.18,16.41,19.37,0.22,18.98,19.76,22.92,0.15,22.66,23.19,0.89,0.32
127143,Pleuronectes platessa,M,Stock,Pleuronectes_platessa_ple.27.7d,NA,NA,2312,10.09,0.7,8.76,11.26,14.93,0.44,14.02,15.61,19.76,0.28,19.18,20.21,0.75,0.13
127143,Pleuronectes platessa,M,Stock,Pleuronectes_platessa_ple.27.7e,NA,NA,63,18.42,2.07,13.46,21.02,21.99,1.15,19.33,23.66,25.56,1.23,23.24,28.05,0.82,0.27
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.7e,NA,NA,98,19.91,1.84,15.78,23.03,23.13,1.32,19.93,25.16,26.34,1.12,23.94,28.11,0.95,0.56
126438,Merlangius merlangus,M,Stock,Merlangius_merlangus_whg.27.7a,NA,NA,16677,15.4,0.13,15.14,15.63,22.53,0.12,22.32,22.75,29.65,0.24,29.29,30.21,0.73,0.14
126438,Merlangius merlangus,F,Stock,Merlangius_merlangus_whg.27.7a,NA,NA,22314,19.69,0.09,19.51,19.86,25.79,0.08,25.65,25.94,31.88,0.14,31.61,32.16,0.79,0.25
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.7a,NA,NA,2762,28.7,0.29,28.18,29.25,32.71,0.27,32.2,33.21,36.72,0.35,36.07,37.4,0.97,0.74
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.7a,NA,NA,1677,31.84,0.58,30.93,32.9,39.43,0.57,38.28,40.49,47.03,0.71,45.65,48.37,0.92,0.56
126437,Melanogrammus aeglefinus,M,Stock,Melanogrammus_aeglefinus_had.27.7a,NA,NA,7267,17.26,0.12,17.05,17.51,20.06,0.1,19.89,20.25,22.86,0.14,22.62,23.13,0.94,0.56
126437,Melanogrammus aeglefinus,F,Stock,Melanogrammus_aeglefinus_had.27.7a,NA,NA,8557,20.94,0.11,20.79,21.19,23.52,0.08,23.37,23.7,26.1,0.13,25.82,26.31,0.96,0.68
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.7a,NA,NA,2526,19.06,0.19,18.74,19.51,21.55,0.14,21.29,21.81,24.04,0.19,23.74,24.42,0.93,0.57
127143,Pleuronectes platessa,M,Stock,Pleuronectes_platessa_ple.27.7a,NA,NA,1751,13.61,0.38,12.9,14.41,17.87,0.24,17.4,18.3,22.12,0.26,21.59,22.69,0.8,0.27
126425,Sprattus sprattus,M,Stock,Sprattus_sprattus_spr.27.3a4,NA,NA,20021,6.75,0.06,6.67,6.87,8.46,0.03,8.41,8.52,10.16,0.03,10.12,10.22,0.78,0.21
126425,Sprattus sprattus,F,Stock,Sprattus_sprattus_spr.27.3a4,NA,NA,26102,7.29,0.05,7.19,7.38,9.2,0.03,9.14,9.25,11.12,0.03,11.07,11.16,0.78,0.24
126417,Clupea harengus,F,Stock,Clupea_harengus_her.27.1-24a514a,NA,NA,26262,21.15,0.04,21.07,21.25,22.49,0.03,22.43,22.55,23.82,0.03,23.77,23.88,0.96,0.62
126417,Clupea harengus,M,Stock,Clupea_harengus_her.27.1-24a514a,NA,NA,25822,21.25,0.05,21.15,21.33,22.57,0.03,22.5,22.63,23.9,0.03,23.84,23.95,0.95,0.62
126417,Clupea harengus,M,Stock,Clupea_harengus_her.27.3a47d,NA,NA,28383,19.71,0.04,19.63,19.78,21.63,0.03,21.58,21.69,23.56,0.03,23.51,23.62,0.93,0.57
126417,Clupea harengus,F,Stock,Clupea_harengus_her.27.3a47d,NA,NA,29854,19.61,0.04,19.52,19.68,21.63,0.03,21.58,21.68,23.65,0.04,23.59,23.73,0.92,0.55
